index,geonameid,name_x,asciiname,latitude,longitude,iso alpha 2,City,Geonames ID,Country,Residential EUI (kWh/m2/year),Non-residential EUI (kWh/m2/year),source,ISO_alpha3,Population_2023,population_density,Subnational HDI,Educational index,Income index,GDP_2022,Urbanization_Rate_2022,Paris_Agreement,iso3,name_y,continent,region,Region Grouped,hdd_total_year,hdd_average_year,hdd_variance_year,cdd_total_year,cdd_average_year,cdd_variance_year,2m_temperature_2023_avg,2m_dewpoint_temperature_2023_avg,total_precipitation_2023,longitude_sin,longitude_cos,latitude_sin,latitude_cos,pca_result,K_mean_label,C_mean_label,GMM_label,K_mean_0.0,K_mean_1.0,K_mean_2.0,K_mean_3.0,K_mean_4.0,K_mean_5.0,K_mean_6.0,K_mean_7.0,K_mean_8.0,K_mean_9.0,K_mean_10.0,K_mean_11.0,K_mean_12.0,K_mean_13.0,K_mean_14.0,K_mean_15.0,K_mean_16.0,K_mean_17.0,K_mean_18.0,K_mean_19.0,C_mean_0.0,C_mean_1.0,C_mean_2.0,C_mean_6.0,C_mean_7.0,C_mean_8.0,C_mean_14.0,C_mean_17.0,GMM_0.0,GMM_1.0,GMM_2.0,GMM_3.0,GMM_4.0,GMM_5.0,GMM_6.0,GMM_7.0,GMM_8.0,GMM_9.0,GMM_10.0,GMM_11.0,GMM_12.0,GMM_13.0,GMM_14.0,GMM_15.0,GMM_16.0,GMM_17.0,GMM_18.0,GMM_19.0
406,2253354,Dakar,Dakar,14.6937,-17.44406,SN,Dakar,2253354,Senegal,66.71228448,104.6890093,World Bank CURB,SEN,17763163.0,24690.84438644767,0.517,0.35,0.535,0.517,49.086,1,SEN,Senegal,Africa,Western Africa,Africa,0.0,0.0,0.0,2014.6967926025388,167.8913993835449,2060.625792717058,298.11,293.95,0.329,-0.29977450700906555,0.9540100863971365,0.2536515864067034,0.967295649071866,1.305187,4.0,1.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,53654,Mogadishu,Mogadishu,2.03711,45.34375,SO,Mogadisho,53654,Somalia,73.25969828,99.18730569,World Bank CURB,SOM,18143378.0,60165.23456022106,0.361,0.227,0.393,0.361,47.324,1,SOM,Somalia,Africa,Eastern Africa,Africa,0.0,0.0,0.0,3265.792007446289,272.1493339538574,877.8002395547318,299.95,296.06,0.558,0.7113363658184325,0.7028517444413331,0.035546786466135974,0.9993680132823598,-0.29727396,9.0,17.0,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
408,373303,Juba,Juba,4.85165,31.58247,SS,Juba,373303,South Sudan,65.84590517,107.1426964,World Bank CURB,SSD,11088796.0,5694.43168259561,0.381,0.347,0.292,0.381,20.846,1,SSD,South Sudan,Africa,Middle Africa,Africa,29.140548706054688,2.42837905883789,16.780144539032296,1893.582702636719,157.7985585530599,4171.095049668716,302.03,291.0,0.707,0.52372529029776,0.8518872110218154,0.08457611021347185,0.9964170219246351,-0.7334994,1.0,17.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,2410763,São Tomé,Sao Tome,0.33654,6.72732,ST,São Tomé,2410763,Sao Tome and Principe,64.18857759,103.7711085,World Bank CURB,STP,231856.0,10465.914875787832,0.613,0.549,0.559,0.613,75.755,1,STP,Sao Tome and Principe,Africa,Middle Africa,Africa,0.0,0.0,0.0,3139.688003540039,261.6406669616699,1376.089938994564,299.35,296.13,1.515,0.11714429137196646,0.9931149052345151,0.005873697290064819,0.9999827496912858,-0.16302411,9.0,17.0,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
410,3583361,San Salvador,San Salvador,13.68935,-89.18718,SV,San Salvador,3583361,El Salvador,71.89008621,105.857917,World Bank CURB,SLV,6364943.0,6391.183984809815,0.674,0.569,0.678,0.674,74.767,1,SLV,El Salvador,Americas,Central America,Central and South America,0.0,0.0,0.0,1446.0733388264969,120.50611156887474,4043.8759919675695,299.81,292.93,1.433,-0.9998993749247218,0.014185909387507904,0.23665755279019318,0.9715931261116234,0.041838106,11.0,1.0,11.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
411,170654,Damascus,Damascus,33.5102,36.29128,SY,Damascus,170654,Syria,123.4892241,116.6894026,World Bank CURB,SYR,23227014.0,30114.429036064143,0.557,0.397,0.541,0.557,56.769,0,SYR,Syrian Arab Republic,Asia,Western Asia,Asia & Oceania,147.2075068155924,12.2672922346327,590.2565802229146,637.6796086629233,53.13996738857694,2753.778171332398,290.95,278.92,0.208,0.5918905155334397,0.8060183730049576,0.5520854279076151,0.8337875510536635,-0.9731076,13.0,17.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
412,934995,Manzini,Manzini,-26.49884,31.38004,SZ,Manzini,934995,Swaziland,74.85991379,39.05506211,World Bank CURB,SWZ,1210822.0,1980.8073515371889,0.61,0.606,0.669,0.61,24.576,1,SWZ,Swaziland,Africa,Southern Africa,Africa,450.8329378763839,37.56941148969866,2118.7102639109576,2845.269639333091,237.1058032777576,38081.07334497269,293.98,288.08,0.925,0.5207122506876694,0.8537322484150296,-0.44617969433897225,0.8949433950589173,-0.9122311,17.0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
413,2427123,N'Djamena,N'Djamena,12.10672,15.0444,TD,N'Djamena,2427123,Chad,75.33405172,113.37177,World Bank CURB,TCD,18278568.0,8056.21930306226,0.394,0.303,0.397,0.394,24.063,1,TCD,Chad,Africa,Middle Africa,Africa,299.326800028483,24.94390000237358,438.17638128701833,1049.2346928914385,87.43622440761987,823.0399513337899,302.53,285.91,0.377,0.25956748853416556,0.9657249706288359,0.20973324186944578,0.9777586446843273,-0.20842396,14.0,17.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
414,2432678,Faya-Largeau,Faya-Largeau,17.9257,19.10428,TD,Faya-Largeau,2432678,Chad,76.30387931,113.8194941,World Bank CURB,TCD,18278568.0,21296.754507837148,0.394,0.303,0.397,0.394,24.063,1,TCD,Chad,Africa,Middle Africa,Africa,383.28095499674487,31.940079583062072,3516.1124972122666,2303.761764526368,191.980147043864,9642.698010375403,303.15,276.57,0.002,0.32728848583674297,0.9449244663139441,0.30778342417204185,0.9514564434617766,0.7650933,14.0,1.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
415,2365267,Lomé,Lome,6.12874,1.22154,TG,Lome,2365267,Togo,65.64116379,106.5663697,World Bank CURB,TGO,9053799.0,7435.106020681421,0.547,0.546,0.468,0.547,43.921,0,TGO,Togo,Africa,Western Africa,Africa,0.0,0.0,0.0,2650.608006795247,220.8840005662706,4138.584548806038,300.69,297.27,1.181,0.021318279864732295,0.9997727396481707,0.10676282544337068,0.9942845161739915,-0.18150875,1.0,17.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,1609350,Bangkok,Bangkok,13.75398,100.50144,TH,Bangkok,1609350,Thailand,66.14762931,106.9499854,World Bank CURB,THA,71801279.0,14262.595242096892,0.803,0.727,0.775,0.803,52.889,1,THA,Thailand,Asia,South-Eastern Asia,Asia & Oceania,0.0,0.0,0.0,2832.735529581706,236.06129413180884,519.735063659336,302.38,296.85,1.043,0.9832503271751114,-0.18226023732574353,0.2377533651594504,0.9713255568321865,-0.10471645,13.0,6.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
417,1221874,Dushanbe,Dushanbe,38.53575,68.77905,TJ,Dushanbe,1221874,Tajikistan,149.7359914,120.6541084,World Bank CURB,TJK,10143543.0,13207.493333745126,0.679,0.678,0.585,0.679,27.968,1,TJK,Tajikistan,Asia,Central Asia,Asia & Oceania,1376.7009290059411,114.72507741716176,4600.604531459206,33.63453801472981,2.8028781678941512,94.27351228869207,287.28,277.07,0.533,0.9321915121433352,0.36196544681491666,0.6230028278621768,0.782219583285749,-0.4189025,13.0,17.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
418,1645457,Dili,Dili,-8.55861,125.57361,TL,Dili,1645457,East Timor,88.3200431,111.4369964,World Bank CURB,TLS,1360596.0,10785.464076237156,0.566,0.568,0.422,0.566,32.074,1,TLS,Timor-Leste,Asia,South-Eastern Asia,Asia & Oceania,0.0,0.0,0.0,3296.4287261962895,274.7023938496908,766.3749111011232,299.0,294.34,1.129,0.8133687961996431,-0.5817484004006744,-0.1488210350088137,0.9888641461489568,0.9641105,4.0,1.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,2464461,Republic of Tunisia,Republic of Tunisia,34.0,9.0,TN,Tunis,2464461,Tunisia,94.125,109.0224743,World Bank CURB,TUN,12458223.0,0.0,0.732,0.671,0.7,0.732,70.214,1,TUN,Tunisia,Africa,Northern Africa,Africa,626.9072710673016,52.2422725889418,3894.045021381512,198.70920689900728,16.55910057491727,620.0531331950625,295.43,282.0,0.084,0.15643446504023087,0.9876883405951378,0.5591929034707469,0.8290375725550417,1.72782,19.0,1.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
420,2468369,Gabès,Gabes,33.88146,10.0982,TN,Gabes,2468369,Tunisia,85.58081897,107.8623898,World Bank CURB,TUN,12458223.0,6300.8344086807865,0.732,0.671,0.7,0.732,70.214,1,TUN,Tunisia,Africa,Northern Africa,Africa,612.775173187256,51.06459776560467,3615.1380911840392,193.7550061543784,16.146250512864867,655.269434321516,294.83,285.51,0.102,0.17533579692587575,0.9845086887967867,0.5574765010533549,0.8301927190558279,0.16663338,14.0,1.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
421,4032402,Nuku‘alofa,Nuku'alofa,-21.13683,-175.20114,TO,Nuku'alofa,4032402,Tonga,66.28125,103.8055183,World Bank CURB,TON,107773.0,433.1844653731585,0.739,0.815,0.627,0.739,23.125,1,TON,Tonga,Oceania,Polynesia,Asia & Oceania,0.0,0.0,0.0,2608.179784138999,217.3483153449166,1977.4999054626824,297.49,293.02,1.898,-0.08365801634299547,-0.996494523969678,-0.36059644068009894,0.9327219344310735,-0.26040664,9.0,17.0,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
422,311046,İzmir,Izmir,38.41273,27.13838,TR,Izmir,311046,Turkey,82.23168103,105.7592242,World Bank CURB,TUR,85326000.0,7454.562703802074,0.855,0.794,0.875,0.855,77.022,1,TUR,Turkey,Asia,Western Asia,Asia & Oceania,732.0081316630043,61.00067763858369,5052.83116477351,215.1088956197103,17.925741301642525,613.2925747070434,290.71,283.7,0.995,0.45614112059068995,0.8899074547986828,0.6213218862822905,0.7835554311129599,-0.62942827,14.0,17.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
423,323786,Ankara,Ankara,39.91987,32.85427,TR,Ankara,323786,Turkey,99.25107759,120.7989081,World Bank CURB,TUR,85326000.0,16802.53433204794,0.855,0.794,0.875,0.855,77.022,1,TUR,Turkey,Asia,Western Asia,Asia & Oceania,1316.0128568013504,109.6677380667792,6869.025803625747,64.94239679972337,5.411866399976947,247.2891293545473,285.84,277.23,0.571,0.5425041435984518,0.8400531258072375,0.6417156435044595,0.7669426529289249,-0.98609877,17.0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
424,745044,Istanbul,Istanbul,41.01384,28.94966,TR,Istanbul,745044,Turkey,86.10021552,105.7917737,World Bank CURB,TUR,85326000.0,29540.630078005695,0.855,0.794,0.875,0.855,77.022,1,TUR,Turkey,Asia,Western Asia,Asia & Oceania,1570.7364374796548,130.89470312330457,7536.070094996204,24.174522399902308,2.014543533325192,25.086816276509538,289.33,284.84,0.824,0.48404099344683127,0.8750453226336363,0.6562413126410929,0.7545510848067846,-0.7364623,13.0,17.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
425,3573703,Scarborough,Scarborough,11.18229,-60.73525,TT,Scarborough,3573703,Trinidad and Tobago,86.78340517,110.4470343,World Bank CURB,TTO,1534937.0,1687.8344721270353,0.814,0.783,0.818,0.814,53.34,1,TTO,Trinidad and Tobago,Americas,Caribbean,Central and South America,0.0,0.0,0.0,2834.963150024416,236.2469291687013,1407.1761929145982,300.22,296.42,1.375,-0.8723701894330551,0.4888458372416968,0.19393113085533908,0.9810151458999853,0.7683871,4.0,1.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,1668341,Taipei,Taipei,25.05306,121.52639,TW,Taipei,1668341,Taiwan,115.3428196,189.889419,World Bank CURB,TWN,23894394.0,12785.231928205489,,,,,,0,TWN,Taiwan,Asia,Eastern Asia,Asia & Oceania,456.9950014750167,38.08291678958473,4176.365824368818,2705.7306938171405,225.47755781809505,34745.44605679671,294.97,291.26,1.686,0.8523994150582944,-0.5228912288500138,0.42345738639424574,0.9059160236512844,0.34459698,10.0,1.0,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
427,148730,Zanzibar,Zanzibar,-6.16394,39.19793,TZ,Zanzibar,148730,Tanzania,65.01508621,104.7462469,World Bank CURB,TZA,67438106.0,17912.978322009447,0.532,0.426,0.491,0.532,36.682,1,TZA,United Republic of Tanzania,Africa,Eastern Africa,Africa,520.2328224182132,43.35273520151777,251.29304093374503,538.0987230936687,44.841560257805725,676.8833003128282,300.11,296.1,1.3,0.6320013048133817,0.7749673223524867,-0.1073736498125411,0.9942187381687864,-0.700114,9.0,17.0,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
428,149658,Tabora,Tabora,-5.01622,32.82663,TZ,Tabora,149658,Tanzania,65.88577586,101.9079751,World Bank CURB,TZA,67438106.0,5538.849453797155,0.532,0.426,0.491,0.532,36.682,1,TZA,United Republic of Tanzania,Africa,Eastern Africa,Africa,0.0,0.0,0.0,4183.009048461915,348.58408737182623,7427.205685230248,297.05,288.18,0.914,0.5420988312960311,0.8403147369334166,-0.08743775440410942,0.996169985045106,-0.67155415,1.0,17.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,153220,Morogoro,Morogoro,-6.82102,37.66122,TZ,Morogoro,153220,Tanzania,65.67564655,102.4410879,World Bank CURB,TZA,67438106.0,8086.010334818289,0.532,0.426,0.491,0.532,36.682,1,TZA,United Republic of Tanzania,Africa,Eastern Africa,Africa,61.46587880452473,5.122156567043727,40.413056857761546,1183.8127365112302,98.65106137593584,2008.169416709881,297.72,292.0,0.966,0.6109913694584714,0.7916372568590122,-0.11876824780752779,0.9929220026330012,1.7504504,15.0,1.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
430,154380,Mbeya,Mbeya,-8.9,33.45,TZ,Mbeya,154380,Tanzania,78.69612069,104.0696271,World Bank CURB,TZA,67438106.0,7329.007462198091,0.532,0.426,0.491,0.532,36.682,1,TZA,United Republic of Tanzania,Africa,Eastern Africa,Africa,0.0,0.0,0.0,4412.383316040038,367.6986096700032,6716.936743630097,291.89,285.95,2.348,0.5512090725833705,0.8343671603687316,-0.1547103862994681,0.9879598657693891,-0.80451,17.0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
431,155946,Lindi Region,Lindi Region,-9.5,38.5,TZ,Lindi,155946,Tanzania,73.23275862,108.4993106,World Bank CURB,TZA,67438106.0,0.0,0.532,0.426,0.491,0.532,36.682,1,TZA,United Republic of Tanzania,Africa,Eastern Africa,Africa,1004.3895619710286,83.69913016425238,715.7192932980608,442.06755574544275,36.838962978786896,628.6208009032442,298.56,292.37,0.769,0.6225146366376196,0.7826081568524139,-0.16504760586067765,0.9862856015372314,1.0883074,19.0,1.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
432,160263,Dar es Salaam,Dar es Salaam,-6.82349,39.26951,TZ,Dar Es Salaam,160263,Tanzania,64.74461207,104.2529285,World Bank CURB,TZA,67438106.0,28920.53181990802,0.532,0.426,0.491,0.532,36.682,1,TZA,United Republic of Tanzania,Africa,Eastern Africa,Africa,1605.212679545084,133.76772329542368,114.64835492362992,89.31271107991539,7.442725923326282,113.42316529974686,299.62,295.67,1.339,0.6329689832096455,0.7741771543351997,-0.11881105219981142,0.992916881654841,-0.9599888,17.0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
433,698740,Odesa,Odesa,46.48572,30.74383,UA,Odessa,698740,Ukraine,195.3220345,262.9364592,World Bank CURB,UKR,37000000.0,14582.121468239257,0.734,0.741,0.716,0.734,69.919,1,UKR,Ukraine,Europe,Eastern Europe,Europe,4216.267888387046,351.35565736558715,4139.6021464397745,0.0,0.0,0.0,286.5,280.44,0.438,0.511200536373524,0.859461466042208,0.7252027877971957,0.6885353415556644,-0.45321554,9.0,17.0,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
434,703448,Kyiv,Kyiv,50.45466,30.5238,UA,Kiev,703448,Ukraine,104.9019397,127.5221307,World Bank CURB,UKR,37000000.0,15325.15691156838,0.734,0.741,0.716,0.734,69.919,1,UKR,Ukraine,Europe,Eastern Europe,Europe,5448.62889099121,454.0524075826008,3190.4254702797193,0.0,0.0,0.0,283.64,278.46,0.652,0.5078962298887618,0.8614182605823851,0.7711209926118661,0.6366886324988772,-0.6844691,16.0,17.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
435,229362,Masindi,Masindi,1.67444,31.715,UG,Masindi,229362,Uganda,65.33081897,101.3154492,World Bank CURB,UGA,48582334.0,3223.9197351710873,0.55,0.527,0.47,0.55,26.159,1,UGA,Uganda,Africa,Eastern Africa,Africa,0.0,0.0,0.0,1840.7960764567056,153.3996730380588,919.2849365266665,297.45,291.07,1.384,0.5256943748896739,0.8506735121122293,0.029220331340251746,0.9995729949515273,-0.15013368,1.0,17.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,232422,Kampala,Kampala,0.31628,32.58219,UG,Kampala,232422,Uganda,66.15301724,100.3453305,World Bank CURB,UGA,48582334.0,5238.698524073511,0.55,0.527,0.47,0.55,26.159,1,UGA,Uganda,Africa,Eastern Africa,Africa,0.0,0.0,0.0,2054.720799763997,171.2267333136664,1145.7903533541505,295.97,291.88,1.578,0.5385088884339313,0.8426198295065526,0.005520099323542006,0.9999847641356633,0.339859,18.0,1.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
437,233508,Entebbe,Entebbe,0.05621,32.47949,UG,Entebbe,233508,Uganda,66.16918103,100.1528073,World Bank CURB,UGA,48582334.0,437.4818130737637,0.55,0.527,0.47,0.55,26.159,1,UGA,Uganda,Africa,Eastern Africa,Africa,0.0,0.0,0.0,1952.172053019207,162.68100441826724,916.378909721661,296.74,291.78,1.589,0.5369976675977458,0.843583727317319,0.0009810494151761423,0.9999995187709066,-0.030272624,9.0,17.0,9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
438,4138106,District of Columbia,District of Columbia,38.91706,-77.00025,US,Washington DC,4138106,United States of America,168.1961923,230.255793,World Bank CURB,USA,334914895.0,4714.6968563605715,0.927,0.908,0.98,0.927,83.084,1,USA,United States of America,Americas,Northern America,Northern America,1709.8468640645335,142.48723867204447,5326.8255018873715,5.2121950785319,0.4343495898776583,2.263914794722679,288.26,280.92,1.013,-0.9743710463100984,0.224946802850283,0.6281947541740773,0.7780561360391489,0.3605212,11.0,1.0,11.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
439,4335045,New Orleans,New Orleans,29.95465,-90.07507,US,New Orleans,4335045,United States of America,128.1320959,197.3189135,World Bank CURB,USA,334914895.0,2567.909241527021,0.927,0.908,0.98,0.927,83.084,1,USA,United States of America,Americas,Northern America,Northern America,208.43805694580092,17.369838078816745,621.3965654032273,485.9617538452146,40.49681282043455,3314.2206346727235,295.5,290.36,1.054,-0.9999991416636419,-0.0013102182946027065,0.4993143784410869,0.8664208858759068,0.28518647,11.0,1.0,11.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
440,4560349,Philadelphia,Philadelphia,39.95238,-75.16362,US,Philadelphia,4560349,United States of America,177.9836513,242.5476745,World Bank CURB,USA,334914895.0,10405.728626523374,0.927,0.908,0.98,0.927,83.084,1,USA,United States of America,Americas,Northern America,Northern America,1997.5024261474628,166.45853551228856,4553.267090051694,0.0,0.0,0.0,287.58,280.34,1.142,-0.9666609982381713,0.2560595916679985,0.6421507084578192,0.7665784158369716,0.17665328,10.0,1.0,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
441,4671654,Austin,Austin,30.26715,-97.74306,US,Austin,4671654,United States of America,128.7627791,197.979909,World Bank CURB,USA,334914895.0,1859.3759109402697,0.927,0.908,0.98,0.927,83.084,1,USA,United States of America,Americas,Northern America,Northern America,271.19970194498694,22.599975162082245,981.137488935441,556.3422139485677,46.361851162380646,4113.851149472999,295.05,286.89,0.749,-0.9908822240516766,-0.13473090981064106,0.5040325211439005,0.8636846748839089,0.2513327,18.0,1.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
442,4699066,Houston,Houston,29.76328,-95.36327,US,Houston,4699066,United States of America,138.0398061,269.5841784,World Bank CURB,USA,334914895.0,1407.5800400281696,0.927,0.908,0.98,0.927,83.084,1,USA,United States of America,Americas,Northern America,Northern America,207.49130249023432,17.290941874186192,547.4597783130062,579.3394622802738,48.278288523356146,4546.631019788924,295.44,289.91,1.039,-0.995622089054372,-0.09347007963518693,0.4964177212267512,0.8680837782449569,-0.08318868,11.0,1.0,11.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
443,4887398,Chicago,Chicago,41.85003,-87.65005,US,Chicago,4887398,United States of America,223.7612095,333.3947509,World Bank CURB,USA,334914895.0,3890.1720802851582,0.927,0.908,0.98,0.927,83.084,1,USA,United States of America,Americas,Northern America,Northern America,2280.021713256836,190.00180943806967,5927.047265954087,0.0,0.0,0.0,284.7,279.17,0.966,-0.9991590288403029,0.04100286681322051,0.6671831569301241,0.7448937072554401,0.056973204,11.0,1.0,11.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
444,4930956,Boston,Boston,42.35843,-71.05977,US,Boston,4930956,United States of America,190.0693851,255.0161508,World Bank CURB,USA,334914895.0,7173.982888079352,0.927,0.908,0.98,0.927,83.084,1,USA,United States of America,Americas,Northern America,Northern America,4078.5785001118966,339.8815416759914,32046.6975483146,180.89817682902017,15.074848069085013,919.4775452583154,284.94,279.7,1.245,-0.9458576883260313,0.3245816283071736,0.6737664361628772,0.7389443751057149,0.6431324,12.0,1.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
